order_id,product_id,product_description,product_price,product_vat_rate,discount_rate,quantity,full_price_amount,discounted_amount,vat_amount,total_amount
78,700,Photosmart 7260 (Introduced August 2007),65130,0.2,0,48,3126240,3126240,625248.0,3751488.0
78,433,SR7,20754,0.2,0,12,249048,249048,49809.600000000006,298857.6
78,129,X3,70398,0.2,0,40,2815920,2815920,563184.0,3379104.0
78,786,IBM 016,74823,0.2,0,14,1047522,1047522,209504.40000000002,1257026.4
78,769,DC27,23953,0.2,0,11,263483,263483,52696.600000000006,316179.6
78,713,Photosmart 8150 (Introduced in 2004),28731,0.11,0,11,316041,316041,34764.51,350805.51
78,362,Sandero Stepway,67268,0.2,0,34,2287112,2287112,457422.4,2744534.4
79,126,Bentayga,34324,0.2,0,35,1201340,1201340,240268.0,1441608.0
79,819,MicroTAC,53496,0.2,0,15,802440,802440,160488.0,962928.0
79,327,Outlander,3581,0.11,0,33,118173,118173,12999.03,131172.03
79,483,Deskjet 720c,70561,0.11,0,50,3528050,3528050,388085.5,3916135.5
79,278,Xray,99937,0.11,0,50,4996850,4996850,549653.5,5546503.5
79,792,IBM 029,54648,0,0,5,273240,273240,0,273240
79,26,Škoda 33Tr SOR,67657,0,0.36950351275198334,19,1285483,810492.5159170423,0.0,810492.5159170423
79,58,Tatra 400,7280,0.2,0,45,327600,327600,65520.0,393120.0
80,544,Deskjet 5740 / 5743 / 5745 / 5748,31350,0.11,0.8206455048593916,11,344850,61850.39764923882,6803.54374141627,68653.94139065509
80,663,PSC 1510,68700,0.11,0.7933527568428929,32,2198400,454293.29935658444,49972.262929224285,504265.56228580873
80,451,Deskjet 460wf,29639,0,0,7,207473,207473,0,207473
80,261,F-Pace,4804,0.2,0,7,33628,33628,6725.6,40353.6
80,368,Dakara,83307,0,0,4,333228,333228,0,333228
80,100,International 3900,95399,0.2,0.5925845250531058,12,1144788,466404.34673350514,93280.86934670103,559685.2160802062
80,786,IBM 016,42575,0.11,0,22,936650,936650,103031.5,1039681.5
80,11,Škoda 17Tr,44810,0.11,0,43,1926830,1926830,211951.3,2138781.3
80,485,Deskjet 810c,37544,0,0.3625620568940071,44,1651936,1053006.6859827414,0.0,1053006.6859827414
80,429,XC90,98894,0.11,0.21382939777304932,10,988940,777475.5553663205,85522.31109029526,862997.8664566157
80,416,GS4,76105,0.11,0,43,3272515,3272515,359976.65,3632491.65
80,587,Officejet 700,88009,0.11,0,21,1848189,1848189,203300.79,2051489.79
80,282,Freelander,38762,0.11,0,5,193810,193810,21319.1,215129.1
80,613,Officejet 9120,38490,0.2,0,28,1077720,1077720,215544.0,1293264.0
80,54,Fiat 341 A,53208,0.11,0,28,1489824,1489824,163880.64,1653704.6400000001
81,692,Photosmart 3210,57556,0.2,0.9876244740671437,37,2129572,26354.573511884548,5270.91470237691,31625.48821426146
81,595,Officejet 4315,17978,0.11,0.7523050999349761,41,737098,182575.41544812906,20083.295699294198,202658.71114742325
81,437,DeskJet (original),30647,0.11,0,25,766175,766175,84279.25,850454.25
81,305,XUV500,14720,0,0,3,44160,44160,0,44160
81,379,Rexton,62681,0,0,40,2507240,2507240,0,2507240
81,293,UX,62117,0,0.5712217139444363,23,1428691,612591.6782830093,0.0,612591.6782830093
81,122,BJ40,61653,0.11,0,5,308265,308265,33909.15,342174.15
82,554,Deskjet 9300,30732,0.2,0,31,952692,952692,190538.40000000002,1143230.4
82,549,Deskjet 6620,39395,0,0.8332059178184451,20,787900,131417.05735084706,0.0,131417.05735084706
82,263,Renegade,13601,0.11,0,47,639247,639247,70317.17,709564.17
82,14,Škoda 22Tr,61982,0.2,0,10,619820,619820,123964.0,743784.0
82,585,Officejet 630,44154,0.11,0,33,1457082,1457082,160279.02,1617361.02
82,107,Volvo 9900,74882,0,0.07893785592721403,45,3369690,3103693.896260626,0.0,3103693.896260626
82,397,Nexon,96014,0.11,0,17,1632238,1632238,179546.18,1811784.18
82,681,Photosmart 385,70000,0.11,0,31,2170000,2170000,238700.0,2408700.0
82,657,PSC 1213,27544,0,0,38,1046672,1046672,0,1046672
82,51,Ikarus 311,86503,0.2,0,47,4065641,4065641,813128.2000000001,4878769.2
82,673,Photosmart 100,7804,0,0.31959491445632116,38,296552,201775.48892814905,0.0,201775.48892814905
82,782,IBM 011,19646,0,0,21,412566,412566,0,412566
82,285,Range Rover Sport,72008,0.11,0,10,720080,720080,79208.8,799288.8
83,494,Deskjet 842c,96928,0.2,0,24,2326272,2326272,465254.4,2791526.4
83,670,PSC 2510 Photosmart,20973,0.2,0,9,188757,188757,37751.4,226508.4
83,787,IBM 020,54773,0.11,0,48,2629104,2629104,289201.44,2918305.44
83,561,Deskjet D2400,72688,0,0,40,2907520,2907520,0,2907520
83,280,Defender,99426,0.2,0,7,695982,695982,139196.4,835178.4
83,163,Tiggo 7,2064,0,0,28,57792,57792,0,57792
83,626,Officejet L7600 series,72143,0.2,0,50,3607150,3607150,721430.0,4328580.0
83,691,Photosmart 3110,33907,0,0.8504882991500096,49,1661443,248405.16879531066,0.0,248405.16879531066
83,789,IBM 026,66856,0.11,0,21,1403976,1403976,154437.36000000002,1558413.36
83,164,Trax,72581,0,0,16,1161296,1161296,0,1161296
83,463,Deskjet 612c,24554,0,0.30368133414121123,44,1080376,752285.9749458547,0.0,752285.9749458547
83,749,7250,59786,0.11,0.5410741116787444,31,1853366,850557.6379344122,93561.34017278535,944118.9781071976
83,347,Nautica,19569,0,0,4,78276,78276,0,78276
83,498,Deskjet 855c / 855cse / 855cxi,27140,0.11,0,46,1248440,1248440,137328.4,1385768.4
83,118,Q7,27314,0.11,0,14,382396,382396,42063.56,424459.56
83,50,Fiat 309,73116,0.2,0.4250334198926272,15,1096740,630588.8470669601,126117.76941339202,756706.6164803521
84,184,Terios,78431,0.11,0,15,1176465,1176465,129411.15,1305876.15
84,850,A3100 (SURF),30082,0.11,0,27,812214,812214,89343.54,901557.54
84,305,XUV500,71149,0,0,43,3059407,3059407,0,3059407
84,840,A855 (DROID),22598,0,0,17,384166,384166,0,384166
84,358,3 City SUV,61445,0,0,34,2089130,2089130,0,2089130
85,751,7280,4296,0,0,34,146064,146064,0,146064
85,637,Officejet v40 / v40xi,29141,0.11,0,11,320551,320551,35260.61,355811.61
85,708,Photosmart 7550,38090,0.2,0,38,1447420,1447420,289484.0,1736904.0
85,206,Escape,97810,0.11,0.7256771338134228,26,2543060,697619.5080844371,76738.14588928808,774357.6539737252
85,783,IBM 012,18288,0.11,0.9942785493384538,21,384048,2197.3116836654954,241.70428520320448,2439.0159688687
86,273,Seltos,56464,0.2,0,8,451712,451712,90342.40000000001,542054.4
86,439,DeskJet Portable,21705,0.11,0,39,846495,846495,93114.45,939609.45
86,463,Deskjet 612c,40619,0.11,0,21,852999,852999,93829.89,946828.89
86,728,Photosmart C4795,52077,0.2,0,23,1197771,1197771,239554.2,1437325.2
86,352,SUV,8834,0,0.7750891518150167,30,265020,59605.872985984286,0.0,59605.872985984286
86,655,PSC 1110,67784,0.11,0,49,3321416,3321416,365355.76,3686771.76
86,626,Officejet L7600 series,52638,0.11,0.747474546521038,41,2158158,544989.8276292498,59948.88103921748,604938.7086684672
86,373,Yeti,21522,0.11,0,29,624138,624138,68655.18000000001,692793.18
86,762,DC07,50548,0,0,15,758220,758220,0,758220
86,742,Photosmart Plus e-All-in-One Printer – B210a,57231,0.11,0.5064539117309199,50,2861550,1412306.8088863862,155353.7489775025,1567660.5578638888
86,791,IBM 028,73581,0.2,0,38,2796078,2796078,559215.6,3355293.6
87,239,Ridgeline,6637,0.2,0,50,331850,331850,66370.0,398220.0
87,376,Grand Cherokee,52765,0,0.8015041526127537,49,2585485,513208.0359820146,0.0,513208.0359820146
87,674,Photosmart 130,63749,0.11,0,46,2932454,2932454,322569.94,3255023.94
87,774,DC42,50610,0.2,0,50,2530500,2530500,506100.0,3036600.0
87,701,Photosmart 7350,5997,0,0.08216727408756253,27,161919,148614.55714701596,0.0,148614.55714701596
87,428,XC60,17286,0.2,0.031835293818101795,16,276576,267771.1217769647,53554.224355392944,321325.3461323576
87,633,Officejet t45 / t45xi,79969,0,0.839732585475019,23,1839287,294777.7720594087,0.0,294777.7720594087
87,631,Officejet r65,85096,0.11,0.6213987953763238,50,4254800,1610872.4054328175,177195.96459760994,1788068.3700304274
87,688,Photosmart 2575,80606,0,0,26,2095756,2095756,0,2095756
87,710,Photosmart 7760,95981,0,0,12,1151772,1151772,0,1151772
87,271,KX3,4528,0.2,0.5467186759963274,43,194704,88255.68690881107,17651.137381762215,105906.82429057328
88,642,Officejet Pro 8500,65280,0.11,0,43,2807040,2807040,308774.4,3115814.4
88,354,Macan,26651,0,0,18,479718,479718,0,479718
88,361,Koleos,61498,0.2,0,36,2213928,2213928,442785.60000000003,2656713.6
88,556,Deskjet 9800 / 9800d,86645,0.2,0,21,1819545,1819545,363909.0,2183454.0
88,792,IBM 029,42243,0.11,0,50,2112150,2112150,232336.5,2344486.5
88,555,Deskjet 9650 / 9670 / 9680,20912,0.11,0.3555905810102803,1,20912,13475.889769913018,1482.347874690432,14958.23764460345
89,202,One,10815,0,0.4590066829380698,42,454230,245735.39440904057,0.0,245735.39440904057
89,365,QM3,22814,0.2,0.7647730157046487,9,205326,48298.21577742731,9659.643155485463,57957.85893291277
89,634,Officejet t65 / t65xi,41610,0.2,0,24,998640,998640,199728.0,1198368.0
89,181,Duster,19698,0,0.04665103310914109,41,807618,769941.7859424617,0.0,769941.7859424617
89,537,Deskjet 3740 / 3743 / 3744 / 3745 / 3747 / 3748,32138,0.2,0,27,867726,867726,173545.2,1041271.2
89,21,Ikarus 30,27142,0.11,0,43,1167106,1167106,128381.66,1295487.66
89,543,Deskjet 5650 / 5650w / 5652 / 5655,27513,0.2,0,22,605286,605286,121057.20000000001,726343.2
89,783,IBM 012,34290,0,0,22,754380,754380,0,754380
89,329,Pajero,62767,0.2,0,49,3075583,3075583,615116.6,3690699.6
89,751,7280,59891,0,0.42324736552638786,50,2994550,1727114.6015629552,0.0,1727114.6015629552
90,284,Discovery,47046,0.2,0,26,1223196,1223196,244639.2,1467835.2
90,114,e-tron,45890,0,0,4,183560,183560,0,183560
90,633,Officejet t45 / t45xi,52345,0,0.376008060165929,44,2303180,1437165.7559870356,0.0,1437165.7559870356
90,625,Officejet L7500 series,98902,0.2,0.7144147478062949,33,3263766,932083.43621124,186416.687242248,1118500.123453488
90,444,Deskjet 340 / 340cbi / 340 cm / 340cv,86829,0,0,2,173658,173658,0,173658
91,371,Tarraco,15679,0,0,30,470370,470370,0,470370
91,612,Officejet 9110,32532,0,0,28,910896,910896,0,910896
91,250,Palisade,89241,0.2,0,9,803169,803169,160633.80000000002,963802.8
91,536,Deskjet 3620 / 3645 / 3648 / 3650 / 3653,38625,0,0,30,1158750,1158750,0,1158750
91,71,Ikarus 481,81987,0.11,0,16,1311792,1311792,144297.12,1456089.12
91,599,Officejet 5610,22646,0.11,0.7912294073820391,16,362336,75645.10144682147,8320.961159150362,83966.06260597183
91,217,Acadia,82872,0.2,0,19,1574568,1574568,314913.60000000003,1889481.6
91,155,CS75,50601,0,0,8,404808,404808,0,404808
92,377,Korando,47874,0.11,0,2,95748,95748,10532.28,106280.28
92,630,Officejet r60,3642,0.11,0,33,120186,120186,13220.460000000001,133406.46
92,755,7730,79101,0.11,0.7237084033964442,10,791010,218549.41582937876,24040.435741231664,242589.85157061042
92,810,IBM 056,57163,0.11,0.3081630397618631,43,2458009,1700541.4747979827,187059.5622277781,1887601.0370257609
92,75,Ikarus 556,66996,0.11,0,18,1205928,1205928,132652.08,1338580.08
92,456,Deskjet 520,69398,0,0,23,1596154,1596154,0,1596154
92,155,CS75,84377,0.2,0.37496302682405547,11,928147,580126.1915423335,116025.2383084667,696151.4298508002
92,837,A768,46086,0,0.4405770655145259,28,1290408,721883.8300435316,0.0,721883.8300435316
92,469,Deskjet 656c / 656cvr,37564,0.2,0,13,488332,488332,97666.40000000001,585998.4
92,118,Q7,20206,0.2,0.9802916324491715,2,40412,796.4545494640843,159.29090989281687,955.7454593569012
93,591,Officejet 600 series,71043,0,0,44,3125892,3125892,0,3125892
93,182,Winstorm,28461,0.2,0,41,1166901,1166901,233380.2,1400281.2
93,854,Hansa Canon,3379,0.2,0,6,20274,20274,4054.8,24328.8
93,336,Patrol Y62,42037,0.11,0,39,1639443,1639443,180338.73,1819781.73
93,297,Aviator,22396,0.11,0,10,223960,223960,24635.6,248595.6
93,624,Officejet k80 / k80xi,59796,0.11,0,42,2511432,2511432,276257.52,2787689.52
93,158,Q35,2709,0.2,0.05881104659986791,42,113778,107086.59673996022,21417.319347992045,128503.91608795227
93,27,Škoda 35Tr,69542,0.2,0.3254875033159521,13,904046,609790.3245772268,121958.06491544536,731748.3894926722
93,130,X4,79094,0,0.5184699414211384,26,2056444,990239.5997841484,0.0,990239.5997841484
93,251,Tucson,71613,0,0,12,859356,859356,0,859356
93,129,X3,56074,0.2,0,14,785036,785036,157007.2,942043.2
93,187,Fengdu MX6,30273,0,0,14,423822,423822,0,423822
93,789,IBM 026,25540,0.11,0,50,1277000,1277000,140470.0,1417470.0
93,252,Venue,25967,0,0,39,1012713,1012713,0,1012713
93,247,Kona,63476,0.2,0,8,507808,507808,101561.6,609369.6
93,534,Deskjet 3420 / 3425 / 3450,38461,0.11,0,16,615376,615376,67691.36,683067.36
94,144,Song,68603,0,0,36,2469708,2469708,0,2469708
94,624,Officejet k80 / k80xi,16204,0,0.8944735243499102,1,16204,1709.9510114340537,0.0,1709.9510114340537
94,327,Outlander,8212,0.2,0.4886939372645921,7,57484,29391.91771028219,5878.383542056438,35270.30125233863
94,373,Yeti,60087,0.11,0,27,1622349,1622349,178458.39,1800807.3900000001
94,280,Defender,19604,0.2,0,14,274456,274456,54891.200000000004,329347.2
94,860,Canon S II,15191,0.11,0,41,622831,622831,68511.41,691342.41
94,106,Volvo 9700,70379,0.2,0,25,1759475,1759475,351895.0,2111370.0
94,546,Deskjet 5940 / 5943,64147,0,0.4655296195596502,40,2565880,1371386.8597642847,0.0,1371386.8597642847
94,876,Canon II D2,41891,0.11,0.16485845997582738,38,1591858,1329426.7416197993,146236.9415781779,1475663.6831979773
94,133,X7,56911,0.11,0.3856623630862115,7,398377,244737.9847808043,26921.178325888475,271659.1631066928
94,298,Corsair,4329,0.11,0,4,17316,17316,1904.76,19220.76
94,662,PSC 1410,91026,0,0,5,455130,455130,0,455130
94,181,Duster,47247,0,0,17,803199,803199,0,803199
95,159,Tiggo,46778,0,0.2130979176277069,37,1730786,1361959.1075408116,0.0,1361959.1075408116
95,288,X7,39316,0.11,0,35,1376060,1376060,151366.6,1527426.6
95,427,XC40,89323,0.2,0.01672238861746478,38,3394274,3337513.6310978434,667502.7262195688,4005016.3573174123
95,157,Q25,96049,0,0,9,864441,864441,0,864441
95,171,Trailblazer,85700,0.2,0,36,3085200,3085200,617040.0,3702240.0
95,421,SA2.0,83913,0,0,4,335652,335652,0,335652
95,722,Photosmart C4280,81260,0.2,0,11,893860,893860,178772.0,1072632.0
95,49,Fiat 308,62314,0.11,0.46198609781262023,2,124628,67051.59660180876,7375.675626198964,74427.27222800773
95,676,Photosmart 230,57400,0.2,0.17997683021977406,49,2812600,2306397.1673238636,461279.43346477277,2767676.600788636
95,782,IBM 011,39615,0.2,0,4,158460,158460,31692.0,190152.0
96,635,Officejet t85,73254,0.11,0,18,1318572,1318572,145042.92,1463614.92
96,674,Photosmart 130,24222,0,0.03748280019403216,18,435996,419653.6490466028,0.0,419653.6490466028
96,655,PSC 1110,97011,0.2,0,42,4074462,4074462,814892.4,4889354.4
96,304,Bolero,92646,0.2,0,46,4261716,4261716,852343.2000000001,5114059.2
96,537,Deskjet 3740 / 3743 / 3744 / 3745 / 3747 / 3748,81137,0,0.7969337406861284,40,3245480,659047.483277984,0.0,659047.483277984
96,688,Photosmart 2575,28304,0,0,13,367952,367952,0,367952
96,617,Officejet d145,63273,0.2,0,36,2277828,2277828,455565.60000000003,2733393.6
96,740,Photosmart p1000,1887,0.2,0,12,22644,22644,4528.8,27172.8
97,52,Custom Bus,99240,0.2,0,7,694680,694680,138936.0,833616.0
97,79,Fiat 672,58218,0,0.6612017142963773,28,1630104,552276.4407186182,0.0,552276.4407186182
97,625,Officejet L7500 series,32032,0,0,37,1185184,1185184,0,1185184
97,458,Deskjet 540,38829,0,0,14,543606,543606,0,543606
97,565,Deskjet D2545,25493,0.11,0.7789139660266564,5,127465,28180.731320412247,3099.8804452453473,31280.611765657595
97,323,GS,92227,0.11,0,22,2028994,2028994,223189.34,2252183.34
97,259,S5,57200,0.11,0,23,1315600,1315600,144716.0,1460316.0
97,759,DC01,1085,0,0.75927229956402,41,44485,10708.771753894573,0.0,10708.771753894573
97,221,New Jetstar,45093,0,0,24,1082232,1082232,0,1082232
97,46,Ikarus 280,8942,0,0,28,250376,250376,0,250376
97,81,Fiat 682RN,83515,0,0,20,1670300,1670300,0,1670300
97,856,Canon NS,19261,0,0,14,269654,269654,0,269654
97,706,Photosmart 7520 e-All-in-One Printer,46989,0,0,19,892791,892791,0,892791
97,330,X33,33168,0.11,0,42,1393056,1393056,153236.16,1546292.16
97,237,CR-V,45124,0.2,0,6,270744,270744,54148.8,324892.8
97,262,I-Pace,29352,0.2,0,46,1350192,1350192,270038.4,1620230.4
97,59,FAP 403 RHD,41439,0.11,0,22,911658,911658,100282.38,1011940.38
97,254,ESQ,46986,0.2,0,43,2020398,2020398,404079.60000000003,2424477.6
98,98,International 3300,85012,0,0,16,1360192,1360192,0,1360192
98,598,Officejet 5510,36730,0,0.4781598864541644,4,146920,76668.74948215416,0.0,76668.74948215416
98,271,KX3,39550,0,0,42,1661100,1661100,0,1661100
98,656,PSC 1210,43595,0,0,50,2179750,2179750,0,2179750
98,527,Deskjet 1200c / 1200c/PS,97396,0.2,0,23,2240108,2240108,448021.60000000003,2688129.6
98,148,Escalade ESV,94004,0.11,0,43,4042172,4042172,444638.92,4486810.92
98,845,A925,89635,0,0,12,1075620,1075620,0,1075620
98,192,DS 7 Crossback,6535,0.2,0.04187463647962664,27,176445,169056.4297663523,33811.28595327046,202867.71571962273
99,312,CX-8,55478,0.2,0,22,1220516,1220516,244103.2,1464619.2
99,838,A768i,48350,0.2,0,37,1788950,1788950,357790.0,2146740.0
99,603,Officejet 6600 e-All-in-One Printer series-H711,18581,0.11,0,26,483106,483106,53141.66,536247.66
99,507,Deskjet 932c,19511,0.11,0,46,897506,897506,98725.66,996231.66
99,660,PSC 1315,85699,0,0.28792316964861275,5,428495,305121.3614214177,0.0,305121.3614214177
99,372,Kodiaq,87223,0.2,0.6643517997651469,11,959453,322038.67265993054,64407.73453198611,386446.40719191666
99,52,Custom Bus,37418,0.11,0.3626591112759102,18,673524,429264.3847370038,47219.08232107042,476483.46705807425
99,831,StarTAC 2004,63913,0.2,0,1,63913,63913,12782.6,76695.6
99,624,Officejet k80 / k80xi,29573,0,0,48,1419504,1419504,0,1419504
99,715,Photosmart 8750,59702,0.11,0,2,119404,119404,13134.44,132538.44
99,49,Fiat 308,34607,0.11,0.6820286240395251,41,1418887,451165.4517224303,49628.199689467336,500793.6514118976
99,157,Q25,1792,0.11,0,48,86016,86016,9461.76,95477.76
99,854,Hansa Canon,23352,0,0.7010490896899226,7,163464,48867.71160292649,0.0,48867.71160292649
99,571,DeskJet F380 All-in-One,34669,0.2,0.918438110685477,3,104007,8483.007421935588,1696.6014843871178,10179.608906322706
99,866,Canon IV S,22832,0.11,0.27558161966502437,22,502304,363878.2501157796,40026.607512735754,403904.85762851534
99,590,Officejet 725,32061,0.11,0,20,641220,641220,70534.2,711754.2
99,222,Aoosed G5,95068,0,0,30,2852040,2852040,0,2852040
99,495,Deskjet 843c / 843cxe,50922,0.2,0.2973284967092107,13,661986,465158.6977774565,93031.73955549131,558190.4373329477
99,606,Officejet 7130,49239,0,0,24,1181736,1181736,0,1181736
99,867,Canon II A,8879,0,0,29,257491,257491,0,257491
100,203,EcoSport,86842,0,0,17,1476314,1476314,0,1476314
100,846,A1000,19416,0,0,11,213576,213576,0,213576
100,517,Deskjet 960c / 960cse / 960cxi,42408,0,0.7289940848832913,25,1060200,287320.47120673454,0.0,287320.47120673454
100,24,Škoda 31Tr SOR,56086,0.11,0.5532704511354355,10,560860,250552.73477617966,27560.800825379763,278113.53560155944
100,246,Creta/ix25,16386,0.11,0,32,524352,524352,57678.72,582030.72
100,59,FAP 403 RHD,47262,0.11,0.1699405065664643,32,1512384,1255368.6969169844,138090.5566608683,1393459.2535778526
100,128,X2,5282,0,0,1,5282,5282,0,5282
100,361,Koleos,66335,0.11,0,3,199005,199005,21890.55,220895.55
100,260,E-Pace,83552,0.11,0.4014324752351809,36,3007872,1800414.497849406,198045.59476343467,1998460.0926128407
100,449,Deskjet 460c,92858,0.2,0,42,3900036,3900036,780007.2000000001,4680043.2
100,526,Deskjet 1180c,76655,0,0.8119789387188424,25,1916375,360318.8613126783,0.0,360318.8613126783
101,31,Tatra 86,81529,0.11,0,4,326116,326116,35872.76,361988.76
101,695,Photosmart 5514 e-All-in-One Printer,98552,0,0,17,1675384,1675384,0,1675384
101,409,Highlander,78074,0.2,0.31356940390921284,6,468444,321554.2941551527,64310.85883103054,385865.15298618324
101,815,DynaTAC 6000XL,37444,0.2,0,39,1460316,1460316,292063.2,1752379.2
101,132,X6,97698,0.2,0,34,3321732,3321732,664346.4,3986078.4
101,826,StarTAC,51416,0,0,6,308496,308496,0,308496
101,390,Jimny,92580,0,0,36,3332880,3332880,0,3332880
101,101,Volvo 7700,2933,0.2,0.1610920091076149,19,55727,46749.82560845994,9349.965121691988,56099.79073015193
101,619,Officejet g55 / g55xi,6211,0,0.10485283956341984,35,217385,194591.56547150598,0.0,194591.56547150598
102,688,Photosmart 2575,19437,0.11,0,28,544236,544236,59865.96,604101.96
102,808,IBM 054,56127,0,0,38,2132826,2132826,0,2132826
102,736,Photosmart C7288,99649,0,0,18,1793682,1793682,0,1793682
102,427,XC40,99373,0,0.49895911496051604,42,4173666,2091177.306499203,0.0,2091177.306499203
102,75,Ikarus 556,34739,0.2,0.05613588036065886,1,34739,32788.89565215107,6557.7791304302145,39346.674782581285
102,286,Range Rover,78234,0.11,0,8,625872,625872,68845.92,694717.92
102,186,Durango,37207,0.2,0,36,1339452,1339452,267890.4,1607342.4
102,610,Officejet 7310,75536,0.2,0.4163816697422028,24,1812864,1058020.6606644713,211604.13213289427,1269624.7927973657
102,43,МАЗ-251,78323,0,0,11,861553,861553,0,861553
102,735,Photosmart C7280,93401,0,0.287501976157576,2,186802,133096.0558498125,0.0,133096.0558498125
102,333,Murano,42512,0,0,22,935264,935264,0,935264
102,224,Haval H5,97280,0.11,0,1,97280,97280,10700.8,107980.8
102,396,Aria,7896,0.2,0,49,386904,386904,77380.8,464284.8
102,836,A760 – Developed and introduced in China,17342,0.11,0,19,329498,329498,36244.78,365742.78
102,825,Bag Phone,84194,0,0,23,1936462,1936462,0,1936462
102,45,Ikarus 260,89329,0.11,0.3903757181258505,22,1965238,1198056.8044617898,131786.2484907969,1329843.0529525867
102,168,Captiva Sport,91536,0,0,43,3936048,3936048,0,3936048
102,519,Deskjet 980cxi,31948,0,0,18,575064,575064,0,575064
102,475,Deskjet 690c,12365,0.11,0,16,197840,197840,21762.4,219602.4
102,783,IBM 012,90730,0.11,0,1,90730,90730,9980.3,100710.3
103,823,MicroTAC Lite,16920,0,0.7000021373458969,30,507600,152278.91508322273,0.0,152278.91508322273
103,501,Deskjet 882c,65180,0.2,0,50,3259000,3259000,651800.0,3910800.0
103,217,Acadia,30005,0.2,0,38,1140190,1140190,228038.0,1368228.0
103,713,Photosmart 8150 (Introduced in 2004),88828,0,0.9577213658023219,42,3730776,157732.11377747683,0.0,157732.11377747683
103,28,Ikarus 55,71047,0,0,31,2202457,2202457,0,2202457
103,545,Deskjet 5850,8600,0.2,0,35,301000,301000,60200.0,361200.0
103,579,Officejet 300,9023,0.11,0,28,252644,252644,27790.84,280434.84
103,845,A925,3342,0.11,0,1,3342,3342,367.62,3709.62
103,473,Deskjet 680c,96562,0.2,0,13,1255306,1255306,251061.2,1506367.2
103,30,Ikarus 66,73081,0.11,0,50,3654050,3654050,401945.5,4055995.5
103,331,Armada,78027,0,0,17,1326459,1326459,0,1326459
103,332,Juke,90359,0,0,11,993949,993949,0,993949
103,824,MicroTAC Elite,3039,0.11,0,19,57741,57741,6351.51,64092.51
103,716,Photosmart A310,77912,0.2,0.32156674672757035,45,3506040,2378614.123303269,475722.82466065383,2854336.9479639228
104,519,Deskjet 980cxi,92483,0,0,31,2866973,2866973,0,2866973
104,391,Vitara,61684,0,0,16,986944,986944,0,986944
104,256,JX / QX60,31485,0.2,0,15,472275,472275,94455.0,566730.0
104,858,Canon J II,20807,0,0,44,915508,915508,0,915508
104,468,Deskjet 648c,50292,0.2,0,23,1156716,1156716,231343.2,1388059.2
104,761,DC04,25161,0,0,32,805152,805152,0,805152
104,61,Ikarus 411,8178,0.11,0,9,73602,73602,8096.22,81698.22
104,395,Sumo Grande,2922,0.11,0,37,108114,108114,11892.54,120006.54000000001
104,518,Deskjet 970cse / 970cxi,90989,0.2,0,34,3093626,3093626,618725.2000000001,3712351.2
104,645,Officejet Pro 8600,51066,0.2,0.16283684966969003,8,408528,342004.58747814083,68400.91749562816,410405.504973769
105,793,IBM 031,77666,0.2,0,34,2640644,2640644,528128.8,3168772.8
105,508,Deskjet 934c,18244,0,0,2,36488,36488,0,36488
105,574,DeskJet F4200 series All-in-One,12589,0,0,35,440615,440615,0,440615
105,474,Deskjet 682c,12805,0.2,0.4456414724140625,13,166465,92281.29229459309,18456.25845891862,110737.5507535117
105,541,Deskjet 5420v / 5440 / 5442 / 5443,69927,0,0,36,2517372,2517372,0,2517372
105,556,Deskjet 9800 / 9800d,70138,0.11,0.26309498704898704,12,841656,620220.5255802978,68224.25781383277,688444.7833941305
105,706,Photosmart 7520 e-All-in-One Printer,56534,0.11,0,17,961078,961078,105718.58,1066796.58
105,61,Ikarus 411,7814,0.2,0,44,343816,343816,68763.2,412579.2
105,844,A920,88855,0,0,5,444275,444275,0,444275
105,168,Captiva Sport,12278,0.2,0,26,319228,319228,63845.600000000006,383073.6
105,609,Officejet 7210,81485,0,0,38,3096430,3096430,0,3096430
105,519,Deskjet 980cxi,99365,0.11,0,2,198730,198730,21860.3,220590.3
105,812,IBM 059,42719,0.11,0,6,256314,256314,28194.54,284508.54
105,325,ASX,61152,0.2,0,9,550368,550368,110073.6,660441.6
105,340,Terrano,12896,0,0,41,528736,528736,0,528736
105,800,IBM 041,96238,0.11,0,34,3272092,3272092,359930.12,3632022.12
106,247,Kona,37256,0,0.37535250022188615,9,335304,209446.80526560068,0.0,209446.80526560068
106,712,Photosmart 8049/8050,22381,0.11,0,39,872859,872859,96014.49,968873.49
106,599,Officejet 5610,12741,0.2,0.7100885256908834,30,382230,110812.86282517365,22162.57256503473,132975.43539020838
106,800,IBM 041,39950,0.2,0.4261561188420627,25,998750,573126.5763064899,114625.31526129798,687751.8915677879
106,846,A1000,54712,0.11,0,47,2571464,2571464,282861.04,2854325.04
106,346,Mokka X,68402,0.11,0.6613672188091891,17,1162834,393773.71148323535,43315.10826315589,437088.81974639127
106,315,G-Class,77008,0.2,0,37,2849296,2849296,569859.2000000001,3419155.2
106,259,S5,92862,0.2,0.34056417378081005,31,2878722,1898332.420525359,379666.4841050718,2277998.904630431
106,203,EcoSport,70495,0,0,25,1762375,1762375,0,1762375
106,21,Ikarus 30,84622,0.11,0,48,4061856,4061856,446804.16,4508660.16
106,808,IBM 054,49925,0.11,0,31,1547675,1547675,170244.25,1717919.25
106,690,Photosmart 2710,99669,0.11,0,11,1096359,1096359,120599.49,1216958.49
